City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Rosarito,75,CO,1540429200,100,4.91,-75.23,71.6,2.24
Tougan,0,BF,1540431347,75,13.07,-3.07,71.78,2.75
Ahipara,56,NZ,1540431347,73,-35.17,173.16,64.04,10.8
Lasa,75,CY,1540429200,82,34.92,32.53,66.2,4.7
Koutsouras,8,GR,1540431348,100,35.03,25.95,68.81,7.45
Valdivia,0,CL,1540429200,100,-39.81,-73.25,42.8,2.24
Cururupu,24,BR,1540431349,81,-1.82,-44.87,80.1,8.57
Kostomuksha,92,RU,1540431349,97,64.59,30.6,31.01,1.52
Portland,40,US,1540428960,67,45.52,-122.67,60.8,2.39
Santa Rosalia,0,IT,1540428900,87,38.07,13.27,60.8,6.93
Puerto Madryn,88,AR,1540431350,95,-42.77,-65.04,51.71,9.8
Gornyy,92,RU,1540431350,94,51.76,48.54,52.88,23.11
Adrar,0,DZ,1540429200,30,27.87,-0.29,71.6,9.17
Dunedin,80,NZ,1540431272,98,-45.87,170.5,46.9,6.22
Luau,80,CD,1540431351,47,-10.7,22.23,70.61,5.1
Mana,0,RS,1540429200,75,43.52,20.24,41.0,6.93
Eucaliptus,24,BO,1540431352,95,-17.6,-67.51,39.02,3.98
Peace River,75,CA,1540429200,60,56.23,-117.29,41.0,10.29
Zhigansk,36,RU,1540431353,83,66.77,123.37,7.75,3.2
Oskarshamn,92,SE,1540430400,80,57.26,16.44,41.0,5.82
Waddan,88,LY,1540431353,80,29.16,16.14,63.55,12.82
Kelvington,8,CA,1540431354,75,52.16,-103.52,39.38,10.25
Rosamorada,0,MX,1540431354,100,22.12,-105.21,68.68,1.63
Sechura,8,PE,1540431354,91,-5.56,-80.82,65.93,13.82
Pisco,0,PE,1540429200,82,-13.71,-76.2,64.4,9.17
Cape Girardeau,1,US,1540430100,62,37.31,-89.52,51.8,8.05
Baykit,80,RU,1540431355,81,61.68,96.39,24.12,4.76
Touros,92,BR,1540431355,88,-5.2,-35.46,77.94,13.82
Beloha,0,MG,1540431356,82,-25.17,45.06,63.68,11.48
Kudahuvadhoo,92,MV,1540431356,100,2.67,72.89,83.35,8.68
Kang,0,BW,1540431356,49,-23.67,22.79,50.72,6.33
Kiunga,0,PG,1540431357,80,-6.12,141.3,82.0,1.86
Dukat,48,RS,1540431357,87,42.44,22.31,33.75,6.44
Rumphi,0,MW,1540431357,91,-11.02,33.86,47.21,2.75
Sao Geraldo do Araguaia,56,BR,1540431358,67,-6.4,-48.55,78.85,4.21
Neiafu,75,TO,1540429200,88,-18.65,-173.98,77.0,9.17
Gheorgheni,76,RO,1540431358,60,46.72,25.6,33.35,6.55
Riviere-au-Renard,90,CA,1540429200,100,49.0,-64.4,33.8,5.82
Husavik,56,CA,1540431359,84,50.56,-96.99,40.6,7.9
Visp,0,CH,1540428600,81,46.29,7.88,46.4,1.3
Oranjemund,0,ZA,1540431360,87,-28.55,16.43,62.69,9.69
Volga,20,US,1540430100,59,44.32,-96.93,53.6,16.11
Narsaq,24,GL,1540428600,50,60.91,-46.05,30.2,11.41
Puerto Ayacucho,75,CO,1540429200,88,5.66,-67.63,80.6,2.98
Voyvozh,80,RU,1540431125,98,62.89,54.96,31.55,6.44
Buncrana,92,GB,1540431361,92,55.14,-7.45,52.3,16.28
Vereshchagino,64,RU,1540431362,97,58.07,54.67,43.02,13.27
Kitui,76,KE,1540431362,94,-1.37,38.02,64.0,6.67
Strezhevoy,90,RU,1540429200,100,60.73,77.6,37.4,8.95
Tupik,88,RU,1540431362,84,54.43,119.94,29.35,3.53
Guanica,40,PR,1540428600,100,17.97,-66.91,77.0,3.36
Nemuro,20,JP,1540429200,62,43.32,145.57,59.0,3.36
Mackenzie,1,CA,1540429200,57,55.34,-123.09,48.2,3.36
Oranjestad,40,AW,1540429200,83,12.52,-70.03,82.4,12.75
Meadow Lake,20,CA,1540425600,56,54.13,-108.44,42.8,6.93
Maningrida,0,AU,1540431364,58,-12.05,134.23,89.56,15.28
Meulaboh,0,ID,1540431365,100,4.14,96.13,82.85,1.74
Nuuk,36,GL,1540428600,57,64.17,-51.74,21.2,8.05
Finnsnes,32,NO,1540430400,92,69.23,17.98,28.4,1.12
Tigzirt,0,DZ,1540431366,97,36.57,4.2,41.63,2.64
Roald,92,NO,1540430400,93,62.58,6.12,42.8,11.41
Imbituba,75,BR,1540429200,88,-28.24,-48.67,64.4,3.36
Ulagan,12,RU,1540431367,69,50.63,87.96,13.73,3.09
Taltal,0,CL,1540431367,94,-25.41,-70.49,51.57,0.4
Port Macquarie,90,AU,1540429200,60,-31.43,152.91,69.8,1.12
Wuda,0,CN,1540431368,38,39.5,106.72,37.4,15.05
Belgrade,0,RS,1540429200,70,44.82,20.46,42.8,13.87
Ipixuna,0,BR,1540429200,78,-1.76,-48.8,80.6,6.93
Moshi,75,TZ,1540425600,100,-3.36,37.34,62.6,3.42
Lewistown,1,US,1540430100,75,40.39,-90.15,44.6,5.82
Pitimbu,20,BR,1540425600,88,-7.47,-34.81,75.2,5.82
Gilgit,12,PK,1540431370,88,35.92,74.31,16.02,0.18
Morgan City,90,US,1540430100,88,29.7,-91.21,69.8,9.17
Borzya,92,RU,1540431371,83,50.39,116.53,33.31,15.73
Fukue,20,JP,1540429200,55,35.03,136.69,66.2,14.99
Canutama,36,BR,1540431372,90,-6.53,-64.38,78.75,2.08
Evans,1,US,1540429920,62,40.38,-104.69,55.4,3.36
Berlevag,92,NO,1540431372,100,70.86,29.09,32.5,6.67
Polohy,92,UA,1540431373,99,47.48,36.26,42.12,7.78
Elko,75,US,1540428960,25,40.83,-115.76,60.8,3.36
Isangel,56,VU,1540431373,99,-19.55,169.27,76.55,15.05
Nuevo Progreso,90,US,1540430640,88,26.05,-97.95,69.8,8.34
Ailigandi,56,PA,1540431374,97,9.23,-78.02,75.87,2.08
Walvis Bay,0,NA,1540431374,85,-22.95,14.51,66.92,2.3
Mareeba,75,AU,1540429200,45,-16.99,145.42,86.0,19.46
Barcelos,0,PT,1540429200,87,41.53,-8.62,53.6,1.12
Florida,75,CU,1540428600,88,21.53,-78.23,77.0,5.82
Port Hedland,0,AU,1540429200,28,-20.31,118.58,82.4,14.99
Ust-Nera,80,RU,1540431376,94,64.57,143.24,4.28,2.64
Samarai,100,PG,1540431376,100,-10.62,150.67,76.64,16.4
Acari,0,BR,1540431377,79,-6.44,-36.64,70.52,10.58
Magadan,75,RU,1540429200,69,59.56,150.8,35.6,2.24
Loa Janan,20,ID,1540431377,69,-0.58,117.09,88.02,2.86
Libourne,0,FR,1540429200,87,44.91,-0.24,55.4,5.82
Parabel,68,RU,1540431378,91,58.71,81.5,37.13,7.45
Luanda,68,AO,1540431378,100,-8.83,13.24,73.44,6.22
Chipinge,68,ZW,1540431379,92,-20.19,32.62,54.95,2.3
Bansko,0,MK,1540431379,44,41.39,22.75,43.88,7.67
Along,8,IN,1540431380,49,28.17,94.8,68.9,1.97
Bongor,44,TD,1540431380,80,10.28,15.37,73.85,3.98
Mbanza-Ngungu,92,CD,1540431380,97,-5.25,14.87,70.47,3.42
Dubna,92,RU,1540431380,100,56.76,37.14,38.39,7.78
Teguldet,92,RU,1540431381,95,57.31,88.17,37.0,8.68
Rudnya,92,RU,1540431320,100,50.8,44.56,48.02,4.99
Matadi,92,CD,1540431382,100,-5.83,13.46,72.23,2.75
Palmer,1,US,1540428960,61,61.6,-149.11,48.2,9.17
Taoudenni,0,ML,1540431382,42,22.68,-3.98,73.62,8.9
Usakos,0,NA,1540431382,67,-22.0,15.59,59.0,3.98
Gao,0,ML,1540431383,33,16.28,-0.04,78.17,10.25
LOS ALGARROBOS,40,EC,1540429200,83,-3.25,-79.94,71.6,6.93
Shintomi,20,JP,1540429200,60,32.08,131.47,68.0,4.7
Noumea,36,NC,1540429200,55,-22.28,166.46,86.0,11.41
Bubaque,0,GW,1540431384,100,11.28,-15.83,84.56,10.02
Blagoyevo,88,RU,1540431384,95,63.37,47.92,31.46,6.55
Nikolayevsk-na-amure,80,RU,1540431385,94,53.14,140.72,44.69,10.36
Maraba,75,BR,1540425600,66,-5.35,-49.1,87.8,5.82
Quthing,0,LS,1540431385,89,-30.4,27.7,36.77,2.53
Port-Gentil,88,GA,1540431342,100,-0.72,8.78,78.08,6.44
Los Chiles,92,CR,1540431386,100,11.04,-84.71,72.05,1.41
Morro Bay,1,US,1540428960,55,35.37,-120.85,77.0,16.11
Tabuk,76,PH,1540431387,88,17.41,121.44,73.04,2.42
Mehamn,48,NO,1540431387,97,71.03,27.85,31.82,6.22
Praia da Vitoria,40,PT,1540429200,93,38.73,-27.07,66.2,14.72
Dumas,0,IN,1540431388,99,21.09,72.71,86.0,7.67
Otradnoye,75,RU,1540429200,86,59.77,30.8,37.4,2.24
Oussouye,12,SN,1540425600,88,12.49,-16.54,80.6,4.7
Ivybridge,0,GB,1540428600,93,50.39,-3.92,46.4,6.93
Birnin Kebbi,0,NG,1540431389,73,12.45,4.2,73.81,8.23
Lagoa,0,PT,1540429200,88,37.14,-8.45,62.6,2.24
Lodwar,0,KE,1540431390,67,3.12,35.6,71.82,8.34
Chegdomyn,88,RU,1540431390,79,51.13,133.04,34.2,6.44
Mackay,75,CA,1540429200,46,53.65,-115.58,50.0,5.82
Chancay,36,PE,1540431391,93,-11.56,-77.27,55.81,5.44
Kasempa,32,ZM,1540431391,49,-13.46,25.83,63.72,9.01
Benton Harbor,1,US,1540430160,100,42.12,-86.45,37.4,3.42
Rochegda,92,RU,1540431392,96,62.67,43.41,33.57,5.99
Mecca,44,SA,1540431112,69,21.43,39.83,72.55,5.77
Sehithwa,0,BW,1540431392,52,-20.47,22.7,57.83,10.92
Catanzaro,75,IT,1540428600,87,38.91,16.6,60.8,4.7
Amapa,20,HN,1540429200,78,15.09,-87.97,80.6,5.82
Kati,64,ML,1540429200,83,12.75,-8.07,75.2,4.7
Xai-Xai,0,MZ,1540431394,100,-25.04,33.64,66.11,7.67
Bilibino,32,RU,1540431394,71,68.06,166.44,3.2,2.86
