City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Nynashamn,64,SE,1540693200,80,58.9,17.95,33.8,10.29
Krumovgrad,36,BG,1540694529,91,41.47,25.65,59.45,11.1
Emba,0,CY,1540693800,67,34.81,32.42,59.0,9.17
Paamiut,88,GL,1540694749,100,61.99,-49.67,36.32,36.04
Krutinka,92,RU,1540694750,95,56.01,71.51,37.94,12.55
Teguldet,8,RU,1540694750,59,57.31,88.17,43.25,8.63
Shimoda,20,JP,1540692000,68,34.7,138.93,66.2,4.7
Alto Araguaia,0,BR,1540694751,91,-17.32,-53.22,71.37,5.73
San Juan,20,PR,1540691760,78,18.47,-66.12,80.6,6.93
Hualmay,36,PE,1540694752,99,-11.1,-77.61,56.39,4.83
Kaabong,12,UG,1540694752,92,3.51,34.14,58.37,2.37
Mchinji,0,MW,1540694753,75,-13.8,32.89,58.32,6.85
Iskateley,56,RU,1540694753,93,67.68,53.15,21.83,9.75
Constitucion,20,MX,1540690920,63,23.99,-104.67,60.8,6.93
Ixtapa,75,MX,1540691040,83,20.71,-105.21,82.4,3.36
Edd,0,ER,1540694754,69,13.93,41.69,65.12,2.15
Atar,44,MR,1540694754,29,20.52,-13.05,77.99,6.73
Saryg-Sep,8,RU,1540694755,78,51.49,95.55,23.58,1.59
Marquette,90,US,1540693080,86,46.54,-87.4,41.0,9.17
Laguna,5,MX,1540691220,50,27.52,-110.01,78.8,2.24
Luan,75,CH,1540693200,93,46.36,6.98,41.0,5.82
Mount Gambier,0,AU,1540694756,68,-37.83,140.78,62.87,2.59
Pangnirtung,88,CA,1540694757,98,66.15,-65.72,23.13,6.17
Baoqing,12,CN,1540694757,57,46.32,132.2,38.07,10.42
Beisfjord,68,NO,1540693200,92,68.38,17.6,23.0,1.92
Fort Nelson,5,CA,1540692000,70,58.81,-122.69,32.0,3.36
Saint-Pierre,68,FR,1540693800,93,48.95,4.24,39.2,8.05
Brokopondo,40,SR,1540692000,88,5.06,-54.98,80.6,3.36
Flinders,75,AU,1540692000,42,-34.58,150.85,64.4,8.05
Litovko,80,RU,1540694759,78,49.24,135.18,33.75,7.4
Boende,76,CD,1540694759,99,-0.28,20.88,73.53,2.15
Erenhot,36,CN,1540694760,49,43.65,111.97,44.1,21.61
Hamilton,75,BM,1540691700,69,32.3,-64.78,75.2,19.46
Caxito,80,BR,1540694761,94,-22.65,-42.51,71.51,6.62
Oxelosund,90,SE,1540693200,86,58.67,17.1,35.6,11.41
Machaneng,0,BW,1540694761,51,-23.19,27.49,58.28,3.49
Gadung,0,ID,1540694761,83,-7.32,112.63,87.48,3.6
Sajanan,92,TN,1540692000,38,37.06,9.24,73.4,9.17
Zima,0,RU,1540694762,65,53.93,102.05,39.29,2.59
Tando Muhammad Khan,0,PK,1540694762,45,25.12,68.53,75.78,2.71
Henties Bay,44,NA,1540694763,75,-22.12,14.28,69.26,4.05
Nambutalai,32,IN,1540694763,100,9.72,79.0,80.69,21.72
Ballina,0,IE,1540694763,100,54.11,-9.15,34.92,6.62
Manggar,56,ID,1540694764,87,-2.88,108.27,85.91,4.38
Carballo,76,ES,1540693800,100,43.21,-8.69,41.0,4.7
Farafangana,92,MG,1540694764,100,-22.82,47.83,64.94,3.49
Tateyama,75,JP,1540692000,72,36.66,137.31,59.0,6.93
Saint-Augustin,0,FR,1540693800,80,44.83,-0.61,41.0,9.17
Stromness,90,CA,1540692900,100,42.87,-79.55,39.2,14.99
Colesberg,0,ZA,1540694766,47,-30.72,25.1,51.98,3.71
Rudraprayag,0,IN,1540694766,49,30.29,78.98,53.24,2.37
Rockingham,75,GB,1540693200,93,52.52,-0.72,41.0,10.29
Camacha,40,PT,1540693800,68,33.08,-16.33,64.4,16.11
Hami,0,CN,1540694768,42,42.84,93.51,48.74,9.31
Mabaruma,64,GY,1540694768,91,8.2,-59.78,79.25,5.84
Bondeno,20,IT,1540693200,53,44.89,11.41,71.6,11.41
Sawtell,75,AU,1540693800,73,-30.38,153.1,69.8,21.92
Jawhar,0,IN,1540694769,41,19.91,73.23,83.57,5.06
Misratah,0,LY,1540694687,100,32.38,15.09,68.13,15.23
Lodja,48,CD,1540694769,95,-3.52,23.6,70.88,2.26
San Lorenzo,0,PY,1540692000,82,-25.34,-57.51,64.4,6.93
Cartagena,0,ES,1540693800,50,37.63,-1.0,57.2,12.75
Neryungri,76,RU,1540694771,64,56.66,124.71,19.49,16.8
Fairbanks,90,US,1540692360,93,64.84,-147.72,32.0,2.93
Levelland,1,US,1540691580,55,33.59,-102.38,64.4,10.29
Umm Kaddadah,0,SD,1540694773,33,13.6,26.69,70.34,11.99
Malanje,48,AO,1540694773,95,-9.54,16.35,62.06,2.37
Wyndham,0,GB,1540693200,88,51.61,-3.54,39.2,9.17
Klaksvik,88,FO,1540693200,86,62.23,-6.59,30.2,2.24
Bakersfield,1,US,1540694100,38,35.37,-119.02,75.2,4.7
Beverley,8,GB,1540693200,70,53.84,-0.43,46.4,12.75
Goure,0,NE,1540694774,67,13.98,10.27,72.77,2.82
Bilibino,88,RU,1540694775,76,68.06,166.44,4.37,2.26
Yar-Sale,88,RU,1540694775,100,66.83,70.83,24.57,12.55
Lusambo,24,CD,1540694775,96,-4.97,23.44,72.0,2.26
Nouakchott,76,MR,1540694776,98,18.08,-15.98,73.35,16.46
Salalah,20,OM,1540691400,78,17.01,54.1,75.2,4.7
Bandar,8,ID,1540694776,88,-4.2,104.14,85.68,2.82
Rio Claro,0,BR,1540692000,100,-22.41,-47.56,66.2,3.36
Zhuhai,0,CN,1540692000,29,40.71,112.04,50.0,17.9
Claveria,24,PH,1540694777,89,8.61,124.89,78.48,3.94
Paharpur,0,PK,1540694778,75,32.1,70.97,65.75,3.04
Joshimath,0,IN,1540694778,63,30.57,79.57,6.08,1.36
Opuwo,44,NA,1540694778,90,-18.06,13.84,59.58,2.37
Santa Isabel,40,CO,1540692000,100,4.71,-75.1,71.6,3.36
Yuksekova,0,TR,1540692000,80,37.57,44.29,35.6,6.93
Shelburne,90,CA,1540694100,100,44.08,-80.2,33.8,3.36
Celestun,0,MX,1540694780,100,20.87,-90.4,81.0,20.15
Benguela,80,AO,1540694781,100,-12.58,13.4,76.91,7.85
Akdepe,75,TM,1540692000,86,42.05,59.39,41.0,11.41
Tilichiki,92,RU,1540694781,97,60.47,166.1,37.13,4.5
Farmington,1,US,1540691580,33,36.73,-108.21,57.2,5.82
Cranbrook,75,CA,1540692000,70,49.51,-115.76,42.8,6.93
Pankrushikha,48,RU,1540694783,46,53.83,80.35,47.39,17.25
Bireun,32,ID,1540694783,100,5.2,96.7,80.73,2.59
Kirkwall,76,GB,1540693200,75,58.98,-2.96,44.6,13.87
Paoua,64,CF,1540694784,89,7.24,16.43,69.93,2.71
Petawawa,90,CA,1540692780,86,45.89,-77.27,33.8,5.82
Waipawa,68,NZ,1540694784,76,-39.94,176.59,62.24,3.71
Egvekinot,80,RU,1540694785,71,66.32,-179.17,5.9,2.37
Buluang,75,PH,1540692000,62,10.47,123.98,86.0,3.36
Lengshuitan,0,CN,1540694785,75,26.41,111.6,68.58,4.27
Mangrol,0,IN,1540694786,50,25.33,76.51,74.39,4.38
Ca Mau,80,VN,1540694786,100,9.18,105.15,78.57,6.17
Dubbo,92,AU,1540692000,33,-32.25,148.6,75.2,6.93
Tres Passos,0,BR,1540694787,92,-27.46,-53.93,58.19,8.19
Plettenberg Bay,12,ZA,1540694787,97,-34.05,23.37,62.37,4.38
Zhaotong,92,CN,1540694787,100,27.34,103.71,48.65,3.27
Padang,20,ID,1540694788,100,-0.92,100.36,80.69,4.38
Pokhara,0,NP,1540694788,69,28.21,83.99,61.02,2.37
Isabela,44,PH,1540694788,62,10.2,122.99,86.18,5.28
Kruisfontein,0,ZA,1540694788,85,-34.0,24.73,61.65,13.0
Vikhorevka,0,RU,1540692000,44,56.12,101.17,39.2,2.24
Buala,32,SB,1540694789,97,-8.15,159.59,83.84,3.49
Onega,32,RU,1540694789,100,63.91,38.09,34.02,13.67
Marzuq,0,YE,1540694790,82,14.4,46.47,43.02,2.48
Sotouboua,48,TG,1540694790,96,8.56,0.98,70.02,2.71
Mayya,40,RU,1540692000,84,61.74,130.28,6.8,3.6
Innoshima,40,JP,1540692000,41,34.28,133.18,64.4,16.11
Umea,0,SE,1540693200,86,63.83,20.26,26.6,10.29
Haines Junction,36,CA,1540694791,94,60.75,-137.51,21.42,2.15
Manamadurai,40,IN,1540693800,74,9.68,78.45,80.6,3.36
Darmanesti,0,RO,1540693800,71,46.37,26.48,51.8,6.93
Ambon,0,FR,1540693800,93,47.55,-2.56,35.6,6.93
Staraya Kulatka,88,RU,1540694793,94,52.73,47.62,33.53,11.77
Carmen,24,PH,1540694793,67,7.2,124.8,86.72,1.81
Tena,92,EC,1540694793,92,-0.99,-77.82,58.82,2.71
Alta Gracia,40,AR,1540692000,82,-31.66,-64.43,60.8,6.93
Gorontalo,12,ID,1540694794,50,0.54,123.06,90.14,3.6
Igarka,88,RU,1540694794,94,67.47,86.57,32.72,18.92
Juegang,0,CN,1540694795,69,32.31,121.18,67.91,18.92
Sola,20,FI,1540693200,86,62.78,29.36,28.4,9.17
Durango,1,US,1540691580,84,37.28,-107.88,57.2,4.7
Morant Bay,20,JM,1540692000,74,17.88,-76.41,82.4,5.82
Ubala,0,YE,1540694796,85,13.89,44.44,41.54,1.36
Yatou,75,CM,1540692000,94,3.63,9.81,78.8,2.24
Namatanai,32,PG,1540694797,100,-3.66,152.44,82.53,3.38
Caravelas,56,BR,1540694797,100,-17.73,-39.27,77.4,26.75
Havelock,90,US,1540691880,77,34.88,-76.9,60.8,9.17
Yulara,0,AU,1540692000,44,-25.24,130.99,80.6,4.7
Thunder Bay,90,CA,1540692000,93,48.41,-89.26,42.8,8.05
Bisira,88,PA,1540694798,99,8.52,-81.71,70.61,2.04
Rurrenabaque,12,BO,1540694798,94,-14.44,-67.53,69.75,1.48
Dubrovka,75,RU,1540692000,100,59.85,30.93,35.6,15.66
Abu Zabad,0,SD,1540694799,33,12.35,29.25,73.67,12.44
Belmonte,8,PT,1540694799,87,40.36,-7.35,38.25,8.97
Businga,76,CD,1540694800,98,3.34,20.89,68.9,4.72
Kuytun,0,RU,1540694800,69,54.34,101.51,37.58,2.48
Aland,0,IN,1540694801,44,17.57,76.57,76.95,5.17
Fortuna,20,ES,1540693800,66,38.18,-1.13,57.2,16.11
Eureka,90,US,1540694100,72,40.8,-124.16,64.4,3.36
Havre-Saint-Pierre,40,CA,1540692000,85,50.23,-63.6,19.4,4.7
Alice Springs,88,AU,1540693800,37,-23.7,133.88,82.4,14.99
Aguililla,0,MX,1540694802,76,18.74,-102.79,65.88,1.81
Amos,75,CA,1540692000,68,48.57,-78.12,30.2,6.93
Srandakan,48,ID,1540694803,87,-7.94,110.25,80.37,4.61
Prince Rupert,1,CA,1540692000,75,54.32,-130.32,44.6,2.24
Nipawin,90,CA,1540692000,100,53.36,-104.02,33.8,3.36
Araouane,0,ML,1540694804,27,18.9,-3.53,61.16,2.93
Tual,0,ID,1540694804,100,-5.67,132.75,83.21,1.92
Mao,40,DO,1540692000,88,19.55,-71.08,78.8,4.7
Pamanukan,56,ID,1540694805,100,-6.28,107.82,83.39,4.72
Boguchany,0,RU,1540694805,66,58.38,97.46,35.28,4.83
Shumskiy,0,RU,1540694806,75,54.83,99.13,32.45,2.15
Mumbwa,0,ZM,1540694806,37,-14.99,27.06,63.05,12.77
Santa Rosa,92,AR,1540694722,90,-36.62,-64.29,61.16,2.71
Koboko,36,UG,1540694809,93,3.41,30.96,64.13,1.81
Krasnyy Chikoy,92,RU,1540694809,77,50.36,108.75,35.51,4.72
Lata,0,IN,1540694809,62,30.78,78.62,47.66,2.26
Kupang,44,ID,1540694810,81,-10.16,123.6,85.23,6.17
Le Portel,0,FR,1540693800,93,50.71,1.57,42.8,6.93
Kirakira,36,SB,1540694810,100,-10.46,161.92,83.39,7.63
Ewa Beach,40,US,1540691820,58,21.32,-158.01,84.2,10.29
Tura,0,IN,1540694811,81,25.52,90.21,76.55,3.27
Ust-Maya,76,RU,1540694812,60,60.42,134.54,18.59,5.95
Goderich,92,CA,1540694812,100,43.74,-81.71,38.07,11.21
Tessalit,0,ML,1540694813,44,20.2,1.01,55.04,2.59
Nadym,64,RU,1540694813,88,65.53,72.51,26.82,10.87
Malaya Vishera,92,RU,1540694814,98,58.85,32.22,33.17,8.97
Hokitika,92,NZ,1540694814,97,-42.72,170.96,54.32,5.95
Visby,56,SE,1540693200,64,57.64,18.3,37.4,12.75
Morro da Fumaca,76,BR,1540694815,100,-28.65,-49.21,64.98,19.37
Cherdyn,92,RU,1540694815,82,60.4,56.48,33.12,8.63
Quatre Cocos,20,MU,1540692000,77,-20.21,57.76,64.4,4.7
Kizema,68,RU,1540694816,96,61.11,44.83,27.95,4.5
Carutapera,100,BR,1540694816,87,-1.2,-46.02,79.79,7.4
Sarkand,76,KZ,1540694816,40,45.41,79.91,59.85,8.08
Pullman,1,US,1540691760,66,46.73,-117.17,57.2,11.41
Khani,0,GE,1540692000,62,41.96,42.96,55.4,20.8
Strezhevoy,0,RU,1540692000,100,60.73,77.6,37.4,4.47
Kotka,75,FI,1540693200,84,60.47,26.95,32.0,11.41
